"","X","Symbol","Score","Filters","gomez","meaburn","gosch","obermoser","dusek","rusch","larocca","Study_counts"
"272",10413,"KREMEN1",17,"meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,4,1,6,2,2,1,7
"273",10462,"OLIG1",22,"meaburn1.sd meaburn2.sd gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,6,2,8,2,1,1,7
"274",10517,"OSBP2",16,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,1,2,6,2,2,1,7
"275",10625,"PBX1",17,"gomez.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,2,1,7,2,2,1,7
"276",10653,"ARL17A",22,"meaburn2.sd dusek.sd gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,5,2,8,3,2,1,7
"277",10707,"CYP4F12",14,"meaburn1.vp obermoser1.vp obermoser2.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn1.rp obermoser1.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,2,1,5,2,2,1,7
"278",10753,"UBE2H",17,"gomez.vp gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp rusch.vp larocca.vp gomez.rp gosch.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp",2,2,2,6,2,2,1,7
"279",10788,"ESPN",18,"gomez.vp gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,2,2,8,2,1,1,7
"280",10797,"LILRA5",19,"gomez.vp gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,3,1,8,2,2,1,7
"281",10936,"RHCE",15,"gomez.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp gomez.rp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp",2,1,1,7,2,1,1,7
"282",10937,"PARVB",18,"rusch.sd gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp dusek.vp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,4,2,6,2,2,1,7
"283",10980,"VSTM1",17,"gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,2,2,8,2,1,1,7
"284",11001,"FHIT",16,"meaburn2.sd rusch.sd gosch.vp meaburn2.vp obermoser1.vp obermoser4.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,4,2,5,1,2,1,7
"285",11007,"KAZN",14,"meaburn1.vp meaburn2.vp obermoser1.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,4,1,4,2,1,1,7
"286",11025,"HLA-DRB1",22,"meaburn1.sd dusek.sd gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp larocca.vp gomez.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,4,1,8,3,2,2,7
"287",11026,"AKR1C3",19,"gomez.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,3,1,8,2,1,2,7
"288",11106,"SULT1A1",20,"gomez.sd meaburn1.sd meaburn2.sd gosch.vp meaburn2.vp obermoser1.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,5,1,7,2,1,2,7
"289",11134,"ZNF502",9,"gosch.vp meaburn1.vp obermoser1.vp dusek.vp gomez.rp meaburn1.rp obermoser1.rp rusch.rp larocca.rp",1,2,1,2,1,1,1,7
"290",11155,"HLA-DQA1",21,"gomez.sd gomez.vp gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp larocca.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",3,3,1,8,2,2,2,7
"291",11180,"ARHGEF12",16,"gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser4.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn2.rp obermoser1.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,3,2,4,2,2,1,7
"292",11291,"ATG7",19,"meaburn1.sd meaburn2.sd gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp larocca.vp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp dusek.rp rusch.rp",1,4,2,7,2,2,1,7
"293",11295,"ELANE",13,"gomez.vp meaburn2.vp obermoser2.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser4.rp rusch.rp larocca.rp",2,2,1,4,1,2,1,7
"294",11323,"RPS26",19,"meaburn1.sd meaburn2.sd obermoser2.sd obermoser4.sd gomez.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,4,1,10,1,1,1,7
"295",11330,"CFD",18,"obermoser2.sd gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,2,1,9,2,1,2,7
"296",11416,"CLEC4C",20,"meaburn2.sd rusch.sd gomez.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,4,1,7,2,3,1,7
"297",11471,"HLA-DRB5",24,"gomez.sd meaburn1.sd obermoser2.sd gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp larocca.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",3,5,1,9,2,2,2,7
"298",11519,"F5",19,"meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,3,1,8,2,2,2,7
"299",11561,"CES1",16,"obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,2,1,8,2,1,1,7
"300",11680,"HLA-DMA",18,"meaburn2.sd gomez.vp gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp larocca.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp",1,4,1,8,2,1,1,7
"301",11740,"LILRB3",19,"meaburn2.sd gomez.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",2,5,1,7,2,1,1,7
"302",11753,"HLA-G",15,"meaburn2.sd gosch.vp meaburn1.vp obermoser1.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp larocca.vp gomez.rp obermoser1.rp obermoser3.rp obermoser4.rp dusek.rp larocca.rp",1,2,1,6,2,1,2,7
"303",12372,"HLA-DPB1",19,"meaburn1.sd meaburn2.sd gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser2.vp obermoser3.vp rusch.vp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,6,2,6,1,2,1,7
"304",12676,"ORM1",18,"gomez.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,3,1,8,2,1,1,7
"305",12681,"HLA-DRB6",18,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,2,1,8,2,1,2,7
"306",12816,"LEF1-AS1",14,"gomez.vp dusek.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,2,1,4,2,1,2,7
"307",13081,"DDX11L2",17,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp gomez.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,1,1,8,2,1,2,7
"308",13236,"RPL23AP7",21,"meaburn1.sd meaburn2.sd gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,6,2,8,1,1,2,7
"309",13268,"HLA-DOB",18,"dusek.sd gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,2,2,8,2,1,1,7
"310",13299,"PISD",16,"meaburn2.sd gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp rusch.vp larocca.vp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",1,2,1,7,2,2,1,7
"311",13339,"ABCC13",18,"gomez.vp gosch.vp meaburn2.vp obermoser2.vp obermoser3.vp rusch.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,3,2,6,1,2,2,7
"312",13567,"NAIP",18,"gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp larocca.vp gomez.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,2,1,8,2,2,2,7
"313",13592,"TMEM158",16,"obermoser2.sd meaburn2.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,2,1,8,2,1,1,7
"314",13612,"GYPB",20,"gomez.vp gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,3,2,8,2,2,1,7
"315",13859,"HP",16,"gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp rusch.rp larocca.rp",1,2,2,8,1,1,1,7
"316",13965,"ITGB3",18,"gomez.vp gosch.vp meaburn1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp larocca.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,1,2,7,2,2,2,7
"317",14380,"SPIB",18,"gomez.vp gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,2,2,8,2,1,1,7
"318",14510,"CD24",21,"meaburn1.sd gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,5,2,8,2,1,1,7
"319",14676,"CCL4",17,"meaburn1.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",1,3,1,7,2,2,1,7
"320",14679,"FCGBP",17,"gomez.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp rusch.vp larocca.vp gomez.rp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,1,1,8,1,2,2,7
"321",14756,"CCL3",15,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp larocca.rp",2,1,2,6,2,1,1,7
