"","category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04933","Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","13/1405","62/4607",0.966264043943154,0.999999783416722,0.871254872029468,"2308/5594/5581/5578/3553/7056/1536/5292/1432/5580/6772/7048/5293",13
"hsa04916","Organismal Systems","Endocrine system","hsa04916","Melanogenesis","10/1405","50/4607",0.9664729810986,0.999999783416722,0.871254872029468,"5594/115/2771/5578/8321/51176/2033/5605/6932/1499",10
"hsa05210","Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","14/1405","67/4607",0.971664049617532,0.999999783416722,0.871254872029468,"5594/7039/5900/51176/2885/332/387/5605/4609/578/6932/7048/1499/5293",14
"hsa00040","Metabolism","Carbohydrate metabolism","hsa00040","Pentose and glucuronate interconversions","1/1405","10/4607",0.97380812115075,0.999999783416722,0.871254872029468,"2990",1
"hsa00785","Metabolism","Metabolism of cofactors and vitamins","hsa00785","Lipoic acid metabolism","1/1405","10/4607",0.97380812115075,0.999999783416722,0.871254872029468,"55526",1
"hsa00970","Genetic Information Processing","Translation","hsa00970","Aminoacyl-tRNA biosynthesis","3/1405","21/4607",0.975879521311013,0.999999783416722,0.871254872029468,"79587/55278/10352",3
"hsa04728","Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","15/1405","72/4607",0.976164244863379,0.999999783416722,0.871254872029468,"2788/9586/2771/5530/2791/5578/5526/3800/3709/5525/59345/54331/1432/5521/5500",15
"hsa03015","Genetic Information Processing","Translation","hsa03015","mRNA surveillance pathway","16/1405","77/4607",0.979924172236663,0.999999783416722,0.871254872029468,"29894/10284/65110/22794/29107/5526/23708/26986/5525/23381/10189/2935/5521/29101/51692/5500",16
"hsa03008","Genetic Information Processing","Translation","hsa03008","Ribosome biogenesis in eukaryotes","12/1405","61/4607",0.980192621637755,0.999999783416722,0.871254872029468,"22803/2091/10171/27341/55505/29107/10813/25996/55341/54552/1736/55127",12
"hsa03022","Genetic Information Processing","Transcription","hsa03022","Basal transcription factors","5/1405","32/4607",0.983902307232769,0.999999783416722,0.871254872029468,"9519/2966/728340/404672/2969",5
"hsa05034","Human Diseases","Substance dependence","hsa05034","Alcoholism","11/1405","58/4607",0.983936527509436,0.999999783416722,0.871254872029468,"5594/2788/9586/2771/2791/10645/59345/2885/54331/2030/5500",11
"hsa00280","Metabolism","Amino acid metabolism","hsa00280","Valine, leucine and isoleucine degradation","6/1405","37/4607",0.985555795061758,0.999999783416722,0.871254872029468,"586/10449/1892/18/4329/5096",6
"hsa04742","Organismal Systems","Sensory system","hsa04742","Taste transduction","1/1405","12/4607",0.987372952437186,0.999999783416722,0.871254872029468,"6328",1
"hsa04714","Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","33/1405","146/4607",0.987719521923058,0.999999783416722,0.871254872029468,"71/4731/1329/115/9586/29796/57104/4712/51703/1374/54539/6197/1337/4722/388753/2885/4718/10063/4723/6595/5564/123096/4725/9377/1340/1432/55967/2180/11343/6196/5562/5606/7388",33
"hsa03013","Genetic Information Processing","Translation","hsa03013","Nucleocytoplasmic transport","17/1405","86/4607",0.991405447925326,0.999999783416722,0.871254872029468,"6612/10284/65110/22794/9972/29107/1915/55746/3838/23039/10189/11260/3836/23225/3842/4927/84321",17
"hsa05014","Human Diseases","Neurodegenerative disease","hsa05014","Amyotrophic lateral sclerosis","58/1405","243/4607",0.992300162580388,0.999999783416722,0.871254872029468,"71/4731/637/1329/81027/84617/847/29796/5868/23064/5530/5690/5289/283/55062/9972/9706/2882/29107/3800/4712/5534/7494/54539/55746/203068/5701/65018/7280/1337/4722/4718/10189/4723/3084/4725/9377/5719/1340/22926/1432/55967/81631/26100/9451/23225/834/7132/4927/2878/2876/55255/5715/7416/7846/5686/5606/7388",58
"hsa03460","Genetic Information Processing","Replication and repair","hsa03460","Fanconi anemia pathway","5/1405","35/4607",0.992427408588399,0.999999783416722,0.871254872029468,"22909/6117/6118/2175/5889",5
"hsa00900","Metabolism","Metabolism of terpenoids and polyketides","hsa00900","Terpenoid backbone biosynthesis","2/1405","21/4607",0.995158027183195,0.999999783416722,0.871254872029468,"23590/51449",2
"hsa05220","Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","11/1405","64/4607",0.995182448468606,0.999999783416722,0.871254872029468,"5594/861/1870/2885/1871/5605/4609/1488/578/7048/5293",11
"hsa04340","Environmental Information Processing","Signal transduction","hsa04340","Hedgehog signaling pathway","3/1405","27/4607",0.995724382122696,0.999999783416722,0.871254872029468,"23295/5727/1453",3
"hsa04141","Genetic Information Processing","Folding, sorting and degradation","hsa04141","Protein processing in endoplasmic reticulum","29/1405","138/4607",0.995726219663403,0.999999783416722,0.871254872029468,"7327/6745/22872/23480/267/6238/3304/746/7494/80700/1650/10952/3310/573/7326/9601/22926/3300/578/9451/3326/10956/27248/10130/6500/26232/26270/824/57134",29
"hsa04722","Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","17/1405","91/4607",0.996502188778904,0.999999783416722,0.871254872029468,"5594/9252/4145/2309/10782/6197/2885/387/5605/2889/5663/11213/1432/5580/6196/5293/356",17
"hsa05168","Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","75/1405","316/4607",0.997630444328019,0.999999783416722,0.871254872029468,"10379/637/5371/6431/3460/6850/6714/3665/146198/8892/3678/170959/57506/6352/3553/8740/3134/57541/126375/4049/3109/3108/3133/3122/7752/3661/3135/3112/6890/126017/3115/6891/3113/3123/3111/146540/3117/3107/3119/6892/684/10189/10781/7710/29990/6732/51385/155061/4938/5610/4940/4939/94039/9021/578/9451/7097/27102/7678/10929/3127/6773/7132/9422/972/55769/8683/121274/841/64135/6772/84874/5500/5293/356",75
"hsa05212","Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","10/1405","63/4607",0.99768914743721,0.999999783416722,0.871254872029468,"10928/5594/7039/1870/5900/1871/578/6772/7048/5293",10
"hsa00310","Metabolism","Amino acid metabolism","hsa00310","Lysine degradation","5/1405","41/4607",0.998450810128256,0.999999783416722,0.871254872029468,"1892/23127/2145/55526/23067",5
"hsa03410","Genetic Information Processing","Replication and repair","hsa03410","Base excision repair","5/1405","41/4607",0.998450810128256,0.999999783416722,0.871254872029468,"252969/5111/5984/142/7374",5
"hsa00510","Metabolism","Glycan biosynthesis and metabolism","hsa00510","N-Glycan biosynthesis","5/1405","42/4607",0.998821086403369,0.999999783416722,0.871254872029468,"11282/746/1650/2683/57134",5
"hsa03018","Genetic Information Processing","Folding, sorting and degradation","hsa03018","RNA degradation","6/1405","62/4607",0.999981236462431,0.999999783416722,0.871254872029468,"22803/26986/115752/5214/3329/2023",6
"hsa03040","Genetic Information Processing","Transcription","hsa03040","Spliceosome","17/1405","121/4607",0.999993871797837,0.999999783416722,0.871254872029468,"7307/102724594/6431/10907/84950/3304/56949/55119/10189/3310/57461/6434/10929/84321/8683/10450/10946",17
"hsa03082","Genetic Information Processing","Chromosome","hsa03082","ATP-dependent chromatin remodeling","6/1405","77/4607",0.999999783416722,0.999999783416722,0.871254872029468,"71/283899/5928/57504/6595/8295",6
